mp_id,party,sex,age,highedu,phd,Terms,business,law,leadingpos,Committees,job,money,beauty,competence,likability,trustworthy,intelligence
540,GREEN,0,66,1,0,4,0,1,1,4,2,0,3.428571,2.7142861,2.2857139,2.428571,2.7142861
541,CDUCSU,0,45,1,0,3,0,1,1,3,7,0,2.666666,3,2.833333,3.333333,2.666666
542,CDUCSU,1,53,0,0,2,0,0,0,1,8,2166.6667,2.833333,2.5,2.666666,3,2.833333
543,SPD,0,62,0,1,8,0,0,1,2,2,218.75,3.2,2.5999999,2.8,3,2.4000001
544,CDUCSU,0,46,1,0,5,0,0,1,1,0,0,3.428571,3.2857139,3.428571,3.428571,3.428571
545,SPD,0,57,1,0,3,0,1,0,4,3,0,3.833333,3,3.833333,3.833333,3.166666
546,SPD,0,55,0,1,1,0,0,0,2,3,0,3.4000001,3.2,3,3.4000001,3
547,LINKE,1,45,0,1,1,0,0,1,1,0,0,3.833333,3.833333,3,3,4
548,SPD,0,52,0,0,4,0,0,0,0,7,0,3.5,3,3.666666,3.666666,2.666666
549,GREEN,0,51,0,1,1,0,0,0,1,3,0,2.833333,3.166666,2.666666,2.833333,3.166666
550,SPD,1,49,0,0,4,0,0,0,1,1,0,4.166666,4,4,3.833333,3.666666
551,FDP,0,52,1,0,5,0,1,1,2,5,1583.3334,3.571429,3.1428571,4,4,2.8571429
552,SPD,0,62,1,0,6,0,0,1,4,24,0,4,3.333333,2.833333,2.666666,2.5
553,SPD,0,44,1,0,1,0,0,0,2,1,0,3,3.5,3,3.333333,2.833333
554,SPD,0,51,0,0,4,1,0,1,1,6,7000,3.166666,2.666666,2.333333,2.5,2.5
555,CDUCSU,0,57,1,0,1,1,0,0,1,2,0,3.166666,2.833333,3.333333,3.333333,2.833333
556,CDUCSU,1,41,1,0,2,1,0,0,3,3,0,2.5,2.666666,2.333333,2.833333,2.833333
557,FDP,0,26,1,0,1,0,1,0,3,2,0,2.5,3,2.666666,3,3
558,GREEN,0,51,1,0,3,0,0,0,2,0,0,4.1999998,3.5999999,3.4000001,4.4000001,3.4000001
559,LINKE,0,51,0,1,1,1,0,0,3,7,0,3.5,3.5,2.833333,3.166666,3
560,CDUCSU,0,61,0,1,3,0,1,0,2,1,0,3,2.333333,3,3,2.333333
561,LINKE,0,34,0,0,1,0,0,0,4,3,1000,2.333333,2.833333,2.5,2.833333,2.666666
562,CDUCSU,0,50,1,0,3,0,0,1,0,1,0,3.666666,3.166666,3.833333,3.833333,3
563,SPD,0,56,1,0,3,0,1,0,1,0,0,3.5,3.333333,4,3.666666,2.833333
564,SPD,1,37,0,0,3,0,0,0,1,1,0,2,3.166666,3.333333,3.5,3.166666
565,CDUCSU,0,46,1,0,2,0,0,0,2,2,0,3.166666,2.833333,3,3.333333,3
566,SPD,0,41,1,0,2,0,0,0,1,4,0,3.7142861,3.571429,3.2857139,3.2857139,3.2857139
567,SPD,1,58,0,1,2,0,0,0,3,2,0,3.5,3.333333,3.166666,3,3.5
568,CDUCSU,1,47,1,0,3,0,1,0,2,2,0,3.5,3.5,3.166666,3.166666,3.166666
569,CDUCSU,0,59,1,0,2,1,0,0,2,1,0,3.833333,3.166666,3.166666,3.166666,3
570,FDP,0,45,1,0,1,0,0,0,1,3,1000,2.833333,2.666666,3.5,3.833333,2.833333
571,CDUCSU,0,30,1,0,2,0,1,0,3,7,0,3,3.166666,2.666666,3,3
572,SPD,1,60,1,0,3,0,0,0,2,1,0,3.571429,3.428571,2.8571429,2.7142861,3.428571
573,CDUCSU,0,33,0,0,1,0,0,0,1,5,875,3.333333,2.5,3,3.333333,2.833333
574,SPD,0,41,0,0,2,0,0,0,4,2,0,3.166666,2.666666,2.666666,2.833333,2.666666
575,CDUCSU,0,38,1,0,1,0,0,0,2,2,0,3.666666,3.666666,4,4,3.666666
576,SPD,1,48,1,0,2,0,0,0,1,4,0,3,2.666666,3,3,3
577,CDUCSU,0,49,0,0,3,0,0,0,1,7,0,3.166666,3,2.833333,3.166666,3
578,CDUCSU,0,60,1,0,3,0,0,1,1,10,3500,4,3.333333,3.5,3.5,3.5
579,SPD,0,50,1,0,6,0,0,0,3,1,0,3.5,3.333333,3.333333,3.333333,3.166666
580,SPD,0,61,1,0,9,0,0,0,2,5,0,3.5,3,2.666666,3,2.833333
581,CDUCSU,0,46,1,0,2,0,0,0,1,4,0,2.833333,3,3.5,3.5,2.666666
582,CDUCSU,0,53,1,0,1,0,1,0,3,3,0,3.166666,2.333333,3.166666,3,2.666666
583,SPD,0,51,0,1,3,0,1,0,1,3,1937.5,3.666666,3,3.666666,3.666666,2.833333
584,FDP,0,44,0,1,4,0,1,1,1,10,5687.5,3.166666,2.5,3.666666,3.833333,2.666666
585,SPD,1,56,0,0,5,0,0,0,3,2,0,3.666666,3.666666,3,2.666666,3.5
586,SPD,1,55,0,1,4,1,0,0,2,6,0,2.5,2.333333,2.333333,2.5,2.666666
587,SPD,1,47,1,0,2,1,0,0,2,3,0,2.5,2.666666,2.833333,3,2.5
588,CDUCSU,1,39,0,0,3,0,0,1,2,10,0,2.1428571,3.1428571,2.1428571,3,3.1428571
589,SPD,1,63,1,0,6,0,0,1,0,6,7000,3.333333,3.166666,3.5,3.333333,3
590,SPD,0,59,0,1,6,0,1,0,2,2,0,4.4285712,2.7142861,3,2.8571429,2.428571
591,GREEN,0,57,1,0,1,0,1,0,3,0,0,3.333333,3.166666,2.833333,3.166666,3
592,CDUCSU,0,44,1,0,3,1,0,1,3,12,5822.9165,3.571429,3.428571,3.7142861,3.8571429,3.2857139
593,CDUCSU,0,62,1,0,9,0,1,0,2,1,72.916664,3.2857139,2.428571,2.7142861,2.571429,2.571429
594,OTHER,0,49,0,0,1,1,0,0,1,2,1000,3.166666,2.5,3.333333,3.5,2.666666
595,CDUCSU,1,43,1,0,1,0,0,0,4,2,0,2.5,3.166666,2.333333,2.5,2.833333
596,GREEN,0,31,0,0,2,0,0,0,3,12,0,3.166666,2.833333,2.166666,2.5,2.833333
597,FDP,1,55,0,1,2,0,0,0,2,1,0,3.333333,3.166666,2.833333,3.166666,3.166666
598,FDP,0,35,0,1,2,0,1,0,3,8,0,2.5,2.833333,3,3.333333,2.666666
599,SPD,0,52,1,0,3,0,0,0,3,1,0,3,2.833333,3,3.166666,2.833333
600,SPD,0,58,0,1,4,0,0,1,4,3,0,3.666666,3.333333,3.5,3.5,3.166666
601,CDUCSU,1,51,1,0,4,0,0,1,0,8,7000,2.666666,2.666666,2.833333,3.166666,3
602,GREEN,1,48,0,0,4,0,0,0,1,1,291.66666,2.8571429,2.7142861,3.571429,3.2857139,2.428571
603,FDP,0,34,1,0,1,0,1,0,2,7,0,3.333333,3.166666,2.666666,3.166666,3
604,SPD,1,49,1,0,3,0,0,0,1,5,0,3,3,2.428571,2.2857139,3
605,SPD,1,54,0,0,4,0,1,0,0,1,0,3.571429,3.571429,3.8571429,3.7142861,3.2857139
606,LINKE,0,45,1,0,1,0,1,0,1,1,0,3.333333,3.333333,3.166666,3.5,3.166666
607,SPD,1,64,0,0,5,0,0,1,3,5,0,3.666666,2.833333,3.333333,2.833333,3
608,FDP,0,49,1,0,1,0,1,0,1,4,583.33331,3.2,2.8,3,3.4000001,2.8
609,LINKE,1,45,0,0,1,0,0,0,2,1,1000,3,2.4000001,2.5999999,2.8,2.8
610,CDUCSU,0,63,1,0,5,0,0,0,1,2,0,3.1428571,2.7142861,2.8571429,3.1428571,2.571429
611,SPD,0,55,1,0,2,0,0,1,3,1,0,3.2,3.2,3.2,3.8,3.4000001
612,CDUCSU,0,55,1,0,2,0,0,0,1,12,1192.7084,4.1999998,3.5999999,3,3.8,3.2
613,SPD,1,52,1,0,1,0,0,1,1,2,7000,3,2.25,3.25,3.25,2.75
614,SPD,0,54,1,0,2,0,0,0,0,4,1000,3.5,3.166666,3.333333,3.666666,3.166666
615,CDUCSU,0,57,0,1,5,0,0,1,0,6,7000,2.75,3,3.25,3.375,3
616,CDUCSU,0,37,1,0,2,1,0,1,1,7,0,2.5999999,2.5999999,3.2,3.2,2.5999999
617,CDUCSU,0,56,1,0,9,0,1,1,0,16,583.33331,3.333333,3.333333,3.5,3.666666,2.833333
